event_id,occurrence_id,measurement_type,measurement_value
GB_GB09R2,CIM-UH_GB_978,Count of biological entity specified elsewhere,4
GB_GB09R2,CIM-UH_GB_979,Count of biological entity specified elsewhere,6
GB_GB09R2,CIM-UH_GB_980,Count of biological entity specified elsewhere,3
GB_GB09R2,CIM-UH_GB_981,Count of biological entity specified elsewhere,1
GB_GB09R2,CIM-UH_GB_982,Count of biological entity specified elsewhere,1
GB_GB09R2,CIM-UH_GB_983,Count of biological entity specified elsewhere,1
GB_GB09R2,CIM-UH_GB_984,Count of biological entity specified elsewhere,1
GB_GB09R2,CIM-UH_GB_985,Count of biological entity specified elsewhere,1
GB_GB09R2,CIM-UH_GB_986,Count of biological entity specified elsewhere,2
GB_GB09R2,CIM-UH_GB_987,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_988,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_989,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_990,Count of biological entity specified elsewhere,5
GB_GB09R3,CIM-UH_GB_991,Count of biological entity specified elsewhere,14
GB_GB09R3,CIM-UH_GB_992,Count of biological entity specified elsewhere,7
GB_GB09R3,CIM-UH_GB_993,Count of biological entity specified elsewhere,54
GB_GB09R3,CIM-UH_GB_994,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_995,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_996,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_997,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_998,Count of biological entity specified elsewhere,3
GB_GB09R3,CIM-UH_GB_999,Count of biological entity specified elsewhere,27
GB_GB09R3,CIM-UH_GB_1000,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1001,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1002,Count of biological entity specified elsewhere,3
GB_GB09R3,CIM-UH_GB_1003,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1004,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1005,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1006,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1007,Count of biological entity specified elsewhere,10
GB_GB09R3,CIM-UH_GB_1008,Count of biological entity specified elsewhere,13
GB_GB09R3,CIM-UH_GB_1009,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1010,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1011,Count of biological entity specified elsewhere,5
GB_GB09R3,CIM-UH_GB_1012,Count of biological entity specified elsewhere,6
GB_GB09R3,CIM-UH_GB_1013,Count of biological entity specified elsewhere,24
GB_GB09R3,CIM-UH_GB_1014,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1015,Count of biological entity specified elsewhere,29
GB_GB09R3,CIM-UH_GB_1016,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1017,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1018,Count of biological entity specified elsewhere,73
GB_GB09R3,CIM-UH_GB_1019,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1020,Count of biological entity specified elsewhere,12
GB_GB09R3,CIM-UH_GB_1021,Count of biological entity specified elsewhere,8
GB_GB09R3,CIM-UH_GB_1022,Count of biological entity specified elsewhere,12
GB_GB09R3,CIM-UH_GB_1023,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1024,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1025,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1026,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1027,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1028,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1029,Count of biological entity specified elsewhere,3
GB_GB09R3,CIM-UH_GB_1030,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1031,Count of biological entity specified elsewhere,6
GB_GB09R3,CIM-UH_GB_1032,Count of biological entity specified elsewhere,3
GB_GB09R3,CIM-UH_GB_1033,Count of biological entity specified elsewhere,5
GB_GB09R3,CIM-UH_GB_1034,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1035,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1036,Count of biological entity specified elsewhere,7
GB_GB09R3,CIM-UH_GB_1037,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1038,Count of biological entity specified elsewhere,26
GB_GB09R3,CIM-UH_GB_1039,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1040,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1041,Count of biological entity specified elsewhere,13
GB_GB09R3,CIM-UH_GB_1042,Count of biological entity specified elsewhere,82
GB_GB09R3,CIM-UH_GB_1043,Count of biological entity specified elsewhere,6
GB_GB09R3,CIM-UH_GB_1044,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1045,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1046,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1047,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1048,Count of biological entity specified elsewhere,19
GB_GB09R3,CIM-UH_GB_1049,Count of biological entity specified elsewhere,5
GB_GB09R3,CIM-UH_GB_1050,Count of biological entity specified elsewhere,6
GB_GB09R3,CIM-UH_GB_1051,Count of biological entity specified elsewhere,3
GB_GB09R3,CIM-UH_GB_1052,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1053,Count of biological entity specified elsewhere,5
GB_GB09R3,CIM-UH_GB_1054,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1055,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1056,Count of biological entity specified elsewhere,8
GB_GB09R3,CIM-UH_GB_1057,Count of biological entity specified elsewhere,33
GB_GB09R3,CIM-UH_GB_1058,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1059,Count of biological entity specified elsewhere,3
GB_GB09R3,CIM-UH_GB_1060,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1061,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1062,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1063,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1064,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1065,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1066,Count of biological entity specified elsewhere,14
GB_GB09R3,CIM-UH_GB_1067,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1068,Count of biological entity specified elsewhere,4
GB_GB09R3,CIM-UH_GB_1069,Count of biological entity specified elsewhere,11
GB_GB09R3,CIM-UH_GB_1070,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1071,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1072,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1073,Count of biological entity specified elsewhere,9
GB_GB09R3,CIM-UH_GB_1074,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1075,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1076,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1077,Count of biological entity specified elsewhere,6
GB_GB09R3,CIM-UH_GB_1078,Count of biological entity specified elsewhere,3
GB_GB09R3,CIM-UH_GB_1079,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1080,Count of biological entity specified elsewhere,1
GB_GB09R3,CIM-UH_GB_1081,Count of biological entity specified elsewhere,2
GB_GB09R3,CIM-UH_GB_1082,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1083,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1084,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1085,Count of biological entity specified elsewhere,2
GB_GB10R1,CIM-UH_GB_1086,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1087,Count of biological entity specified elsewhere,3
GB_GB10R1,CIM-UH_GB_1088,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1089,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1090,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1091,Count of biological entity specified elsewhere,2
GB_GB10R1,CIM-UH_GB_1092,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1093,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1094,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1095,Count of biological entity specified elsewhere,3
GB_GB10R1,CIM-UH_GB_1096,Count of biological entity specified elsewhere,16
GB_GB10R1,CIM-UH_GB_1097,Count of biological entity specified elsewhere,3
GB_GB10R1,CIM-UH_GB_1098,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1099,Count of biological entity specified elsewhere,15
GB_GB10R1,CIM-UH_GB_1100,Count of biological entity specified elsewhere,11
GB_GB10R1,CIM-UH_GB_1101,Count of biological entity specified elsewhere,2
GB_GB10R1,CIM-UH_GB_1102,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1103,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1104,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1105,Count of biological entity specified elsewhere,4
GB_GB10R1,CIM-UH_GB_1106,Count of biological entity specified elsewhere,52
GB_GB10R1,CIM-UH_GB_1107,Count of biological entity specified elsewhere,7
GB_GB10R1,CIM-UH_GB_1108,Count of biological entity specified elsewhere,3
GB_GB10R1,CIM-UH_GB_1109,Count of biological entity specified elsewhere,6
GB_GB10R1,CIM-UH_GB_1110,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1111,Count of biological entity specified elsewhere,2
GB_GB10R1,CIM-UH_GB_1112,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1113,Count of biological entity specified elsewhere,3
GB_GB10R1,CIM-UH_GB_1114,Count of biological entity specified elsewhere,9
GB_GB10R1,CIM-UH_GB_1115,Count of biological entity specified elsewhere,3
GB_GB10R1,CIM-UH_GB_1116,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1117,Count of biological entity specified elsewhere,2
GB_GB10R1,CIM-UH_GB_1118,Count of biological entity specified elsewhere,2
GB_GB10R1,CIM-UH_GB_1119,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1120,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1121,Count of biological entity specified elsewhere,13
GB_GB10R1,CIM-UH_GB_1122,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1123,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1124,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1125,Count of biological entity specified elsewhere,3
GB_GB10R1,CIM-UH_GB_1126,Count of biological entity specified elsewhere,10
GB_GB10R1,CIM-UH_GB_1127,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1128,Count of biological entity specified elsewhere,13
GB_GB10R1,CIM-UH_GB_1129,Count of biological entity specified elsewhere,1
GB_GB10R1,CIM-UH_GB_1130,Count of biological entity specified elsewhere,7
GB_GB10R1,CIM-UH_GB_1131,Count of biological entity specified elsewhere,2
GB_GB10R2,CIM-UH_GB_1132,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1133,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1134,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1135,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1136,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1137,Count of biological entity specified elsewhere,4
GB_GB10R2,CIM-UH_GB_1138,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1139,Count of biological entity specified elsewhere,3
GB_GB10R2,CIM-UH_GB_1140,Count of biological entity specified elsewhere,5
GB_GB10R2,CIM-UH_GB_1141,Count of biological entity specified elsewhere,2
GB_GB10R2,CIM-UH_GB_1142,Count of biological entity specified elsewhere,2
GB_GB10R2,CIM-UH_GB_1143,Count of biological entity specified elsewhere,4
GB_GB10R2,CIM-UH_GB_1144,Count of biological entity specified elsewhere,3
GB_GB10R2,CIM-UH_GB_1145,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1146,Count of biological entity specified elsewhere,6
GB_GB10R2,CIM-UH_GB_1147,Count of biological entity specified elsewhere,2
GB_GB10R2,CIM-UH_GB_1148,Count of biological entity specified elsewhere,4
GB_GB10R2,CIM-UH_GB_1149,Count of biological entity specified elsewhere,2
GB_GB10R2,CIM-UH_GB_1150,Count of biological entity specified elsewhere,2
GB_GB10R2,CIM-UH_GB_1151,Count of biological entity specified elsewhere,9
GB_GB10R2,CIM-UH_GB_1152,Count of biological entity specified elsewhere,29
GB_GB10R2,CIM-UH_GB_1153,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1154,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1155,Count of biological entity specified elsewhere,3
GB_GB10R2,CIM-UH_GB_1156,Count of biological entity specified elsewhere,6
GB_GB10R2,CIM-UH_GB_1157,Count of biological entity specified elsewhere,3
GB_GB10R2,CIM-UH_GB_1158,Count of biological entity specified elsewhere,7
GB_GB10R2,CIM-UH_GB_1159,Count of biological entity specified elsewhere,2
GB_GB10R2,CIM-UH_GB_1160,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1161,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1162,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1163,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1164,Count of biological entity specified elsewhere,17
GB_GB10R2,CIM-UH_GB_1165,Count of biological entity specified elsewhere,1
GB_GB10R2,CIM-UH_GB_1166,Count of biological entity specified elsewhere,2
GB_GB10R3,CIM-UH_GB_1167,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1168,Count of biological entity specified elsewhere,3
GB_GB10R3,CIM-UH_GB_1169,Count of biological entity specified elsewhere,7
GB_GB10R3,CIM-UH_GB_1170,Count of biological entity specified elsewhere,5
GB_GB10R3,CIM-UH_GB_1171,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1172,Count of biological entity specified elsewhere,2
GB_GB10R3,CIM-UH_GB_1173,Count of biological entity specified elsewhere,2
GB_GB10R3,CIM-UH_GB_1174,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1175,Count of biological entity specified elsewhere,9
GB_GB10R3,CIM-UH_GB_1176,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1177,Count of biological entity specified elsewhere,5
GB_GB10R3,CIM-UH_GB_1178,Count of biological entity specified elsewhere,2
GB_GB10R3,CIM-UH_GB_1179,Count of biological entity specified elsewhere,12
GB_GB10R3,CIM-UH_GB_1180,Count of biological entity specified elsewhere,23
GB_GB10R3,CIM-UH_GB_1181,Count of biological entity specified elsewhere,3
GB_GB10R3,CIM-UH_GB_1182,Count of biological entity specified elsewhere,15
GB_GB10R3,CIM-UH_GB_1183,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1184,Count of biological entity specified elsewhere,2
GB_GB10R3,CIM-UH_GB_1185,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1186,Count of biological entity specified elsewhere,4
GB_GB10R3,CIM-UH_GB_1187,Count of biological entity specified elsewhere,18
GB_GB10R3,CIM-UH_GB_1188,Count of biological entity specified elsewhere,3
GB_GB10R3,CIM-UH_GB_1189,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1190,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1191,Count of biological entity specified elsewhere,4
GB_GB10R3,CIM-UH_GB_1192,Count of biological entity specified elsewhere,4
GB_GB10R3,CIM-UH_GB_1193,Count of biological entity specified elsewhere,20
GB_GB10R3,CIM-UH_GB_1194,Count of biological entity specified elsewhere,106
GB_GB10R3,CIM-UH_GB_1195,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1196,Count of biological entity specified elsewhere,12
GB_GB10R3,CIM-UH_GB_1197,Count of biological entity specified elsewhere,16
GB_GB10R3,CIM-UH_GB_1198,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1199,Count of biological entity specified elsewhere,5
GB_GB10R3,CIM-UH_GB_1200,Count of biological entity specified elsewhere,3
GB_GB10R3,CIM-UH_GB_1201,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1202,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1203,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1204,Count of biological entity specified elsewhere,2
GB_GB10R3,CIM-UH_GB_1205,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1206,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1207,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1208,Count of biological entity specified elsewhere,5
GB_GB10R3,CIM-UH_GB_1209,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1210,Count of biological entity specified elsewhere,5
GB_GB10R3,CIM-UH_GB_1211,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1212,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1213,Count of biological entity specified elsewhere,41
GB_GB10R3,CIM-UH_GB_1214,Count of biological entity specified elsewhere,4
GB_GB10R3,CIM-UH_GB_1215,Count of biological entity specified elsewhere,3
GB_GB10R3,CIM-UH_GB_1216,Count of biological entity specified elsewhere,7
GB_GB10R3,CIM-UH_GB_1217,Count of biological entity specified elsewhere,1
GB_GB10R3,CIM-UH_GB_1218,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1219,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1220,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1221,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1222,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1223,Count of biological entity specified elsewhere,9
GB_GB11R1,CIM-UH_GB_1224,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1225,Count of biological entity specified elsewhere,38
GB_GB11R1,CIM-UH_GB_1226,Count of biological entity specified elsewhere,18
GB_GB11R1,CIM-UH_GB_1227,Count of biological entity specified elsewhere,5
GB_GB11R1,CIM-UH_GB_1228,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1229,Count of biological entity specified elsewhere,7
GB_GB11R1,CIM-UH_GB_1230,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1231,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1232,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1233,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1234,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1235,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1236,Count of biological entity specified elsewhere,69
GB_GB11R1,CIM-UH_GB_1237,Count of biological entity specified elsewhere,12
GB_GB11R1,CIM-UH_GB_1238,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1239,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1240,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1241,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1242,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1243,Count of biological entity specified elsewhere,6
GB_GB11R1,CIM-UH_GB_1244,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1245,Count of biological entity specified elsewhere,7
GB_GB11R1,CIM-UH_GB_1246,Count of biological entity specified elsewhere,19
GB_GB11R1,CIM-UH_GB_1247,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1248,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1249,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1250,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1251,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1252,Count of biological entity specified elsewhere,11
GB_GB11R1,CIM-UH_GB_1253,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1254,Count of biological entity specified elsewhere,17
GB_GB11R1,CIM-UH_GB_1255,Count of biological entity specified elsewhere,28
GB_GB11R1,CIM-UH_GB_1256,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1257,Count of biological entity specified elsewhere,6
GB_GB11R1,CIM-UH_GB_1258,Count of biological entity specified elsewhere,5
GB_GB11R1,CIM-UH_GB_1259,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1260,Count of biological entity specified elsewhere,5
GB_GB11R1,CIM-UH_GB_1261,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1262,Count of biological entity specified elsewhere,7
GB_GB11R1,CIM-UH_GB_1263,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1264,Count of biological entity specified elsewhere,9
GB_GB11R1,CIM-UH_GB_1265,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1266,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1267,Count of biological entity specified elsewhere,6
GB_GB11R1,CIM-UH_GB_1268,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1269,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1270,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1271,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1272,Count of biological entity specified elsewhere,5
GB_GB11R1,CIM-UH_GB_1273,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1274,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1275,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1276,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1277,Count of biological entity specified elsewhere,21
GB_GB11R1,CIM-UH_GB_1278,Count of biological entity specified elsewhere,25
GB_GB11R1,CIM-UH_GB_1279,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1280,Count of biological entity specified elsewhere,5
GB_GB11R1,CIM-UH_GB_1281,Count of biological entity specified elsewhere,15
GB_GB11R1,CIM-UH_GB_1282,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1283,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1284,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1285,Count of biological entity specified elsewhere,7
GB_GB11R1,CIM-UH_GB_1286,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1287,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1288,Count of biological entity specified elsewhere,5
GB_GB11R1,CIM-UH_GB_1289,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1290,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1291,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1292,Count of biological entity specified elsewhere,12
GB_GB11R1,CIM-UH_GB_1293,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1294,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1295,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1296,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1297,Count of biological entity specified elsewhere,13
GB_GB11R1,CIM-UH_GB_1298,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1299,Count of biological entity specified elsewhere,6
GB_GB11R1,CIM-UH_GB_1300,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1301,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1302,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1303,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1304,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1305,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1306,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1307,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1308,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1309,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1310,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1311,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1312,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1313,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1314,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1315,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1316,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1317,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1318,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1319,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1320,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1321,Count of biological entity specified elsewhere,5
GB_GB11R1,CIM-UH_GB_1322,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1323,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1324,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1325,Count of biological entity specified elsewhere,6
GB_GB11R1,CIM-UH_GB_1326,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1327,Count of biological entity specified elsewhere,6
GB_GB11R1,CIM-UH_GB_1328,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1329,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1330,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1331,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1332,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1333,Count of biological entity specified elsewhere,11
GB_GB11R1,CIM-UH_GB_1334,Count of biological entity specified elsewhere,12
GB_GB11R1,CIM-UH_GB_1335,Count of biological entity specified elsewhere,1
