event_id,occurrence_id,measurement_type,measurement_value
GB_GB11R1,CIM-UH_GB_1336,Count of biological entity specified elsewhere,11
GB_GB11R1,CIM-UH_GB_1337,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1338,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1339,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1340,Count of biological entity specified elsewhere,3
GB_GB11R1,CIM-UH_GB_1341,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1342,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1343,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1344,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1345,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1346,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1347,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1348,Count of biological entity specified elsewhere,15
GB_GB11R1,CIM-UH_GB_1349,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1350,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1351,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1352,Count of biological entity specified elsewhere,2
GB_GB11R1,CIM-UH_GB_1353,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1354,Count of biological entity specified elsewhere,7
GB_GB11R1,CIM-UH_GB_1355,Count of biological entity specified elsewhere,19
GB_GB11R1,CIM-UH_GB_1356,Count of biological entity specified elsewhere,1
GB_GB11R1,CIM-UH_GB_1357,Count of biological entity specified elsewhere,4
GB_GB11R1,CIM-UH_GB_1358,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1359,Count of biological entity specified elsewhere,4
GB_GB11R2,CIM-UH_GB_1360,Count of biological entity specified elsewhere,18
GB_GB11R2,CIM-UH_GB_1361,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1362,Count of biological entity specified elsewhere,6
GB_GB11R2,CIM-UH_GB_1363,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1364,Count of biological entity specified elsewhere,7
GB_GB11R2,CIM-UH_GB_1365,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1366,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1367,Count of biological entity specified elsewhere,51
GB_GB11R2,CIM-UH_GB_1368,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1369,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1370,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1371,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1372,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1373,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1374,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1375,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1376,Count of biological entity specified elsewhere,6
GB_GB11R2,CIM-UH_GB_1377,Count of biological entity specified elsewhere,13
GB_GB11R2,CIM-UH_GB_1378,Count of biological entity specified elsewhere,8
GB_GB11R2,CIM-UH_GB_1379,Count of biological entity specified elsewhere,4
GB_GB11R2,CIM-UH_GB_1380,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1381,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1382,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1383,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1384,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1385,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1386,Count of biological entity specified elsewhere,5
GB_GB11R2,CIM-UH_GB_1387,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1388,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1389,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1390,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1391,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1392,Count of biological entity specified elsewhere,4
GB_GB11R2,CIM-UH_GB_1393,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1394,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1395,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1396,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1397,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1398,Count of biological entity specified elsewhere,12
GB_GB11R2,CIM-UH_GB_1399,Count of biological entity specified elsewhere,7
GB_GB11R2,CIM-UH_GB_1400,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1401,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1402,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1403,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1404,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1405,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1406,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1407,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1408,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1409,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1410,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1411,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1412,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1413,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1414,Count of biological entity specified elsewhere,8
GB_GB11R2,CIM-UH_GB_1415,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1416,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1417,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1418,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1419,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1420,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1421,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1422,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1423,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1424,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1425,Count of biological entity specified elsewhere,7
GB_GB11R2,CIM-UH_GB_1426,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1427,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1428,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1429,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1430,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1431,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1432,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1433,Count of biological entity specified elsewhere,4
GB_GB11R2,CIM-UH_GB_1434,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1435,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1436,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1437,Count of biological entity specified elsewhere,2
GB_GB11R2,CIM-UH_GB_1438,Count of biological entity specified elsewhere,9
GB_GB11R2,CIM-UH_GB_1439,Count of biological entity specified elsewhere,1
GB_GB11R2,CIM-UH_GB_1440,Count of biological entity specified elsewhere,5
GB_GB11R2,CIM-UH_GB_1441,Count of biological entity specified elsewhere,5
GB_GB11R2,CIM-UH_GB_1442,Count of biological entity specified elsewhere,5
GB_GB11R2,CIM-UH_GB_1443,Count of biological entity specified elsewhere,3
GB_GB11R2,CIM-UH_GB_1444,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1445,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1446,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1447,Count of biological entity specified elsewhere,6
GB_GB11R3,CIM-UH_GB_1448,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1449,Count of biological entity specified elsewhere,6
GB_GB11R3,CIM-UH_GB_1450,Count of biological entity specified elsewhere,13
GB_GB11R3,CIM-UH_GB_1451,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1452,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1453,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1454,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1455,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1456,Count of biological entity specified elsewhere,4
GB_GB11R3,CIM-UH_GB_1457,Count of biological entity specified elsewhere,10
GB_GB11R3,CIM-UH_GB_1458,Count of biological entity specified elsewhere,5
GB_GB11R3,CIM-UH_GB_1459,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1460,Count of biological entity specified elsewhere,4
GB_GB11R3,CIM-UH_GB_1461,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1462,Count of biological entity specified elsewhere,6
GB_GB11R3,CIM-UH_GB_1463,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1464,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1465,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1466,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1467,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1468,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1469,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1470,Count of biological entity specified elsewhere,4
GB_GB11R3,CIM-UH_GB_1471,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1472,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1473,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1474,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1475,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1476,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1477,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1478,Count of biological entity specified elsewhere,5
GB_GB11R3,CIM-UH_GB_1479,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1480,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1481,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1482,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1483,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1484,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1485,Count of biological entity specified elsewhere,3
GB_GB11R3,CIM-UH_GB_1486,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1487,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1488,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1489,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1490,Count of biological entity specified elsewhere,7
GB_GB11R3,CIM-UH_GB_1491,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1492,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1493,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1494,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1495,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1496,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1497,Count of biological entity specified elsewhere,6
GB_GB11R3,CIM-UH_GB_1498,Count of biological entity specified elsewhere,1
GB_GB11R3,CIM-UH_GB_1499,Count of biological entity specified elsewhere,6
GB_GB11R3,CIM-UH_GB_1500,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1501,Count of biological entity specified elsewhere,2
GB_GB11R3,CIM-UH_GB_1502,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1503,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1504,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1505,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1506,Count of biological entity specified elsewhere,5
GB_GB12R1,CIM-UH_GB_1507,Count of biological entity specified elsewhere,3
GB_GB12R1,CIM-UH_GB_1508,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1509,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1510,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1511,Count of biological entity specified elsewhere,17
GB_GB12R1,CIM-UH_GB_1512,Count of biological entity specified elsewhere,30
GB_GB12R1,CIM-UH_GB_1513,Count of biological entity specified elsewhere,12
GB_GB12R1,CIM-UH_GB_1514,Count of biological entity specified elsewhere,7
GB_GB12R1,CIM-UH_GB_1515,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1516,Count of biological entity specified elsewhere,3
GB_GB12R1,CIM-UH_GB_1517,Count of biological entity specified elsewhere,5
GB_GB12R1,CIM-UH_GB_1518,Count of biological entity specified elsewhere,6
GB_GB12R1,CIM-UH_GB_1519,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1520,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1521,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1522,Count of biological entity specified elsewhere,4
GB_GB12R1,CIM-UH_GB_1523,Count of biological entity specified elsewhere,3
GB_GB12R1,CIM-UH_GB_1524,Count of biological entity specified elsewhere,3
GB_GB12R1,CIM-UH_GB_1525,Count of biological entity specified elsewhere,10
GB_GB12R1,CIM-UH_GB_1526,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1527,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1528,Count of biological entity specified elsewhere,2
GB_GB12R1,CIM-UH_GB_1529,Count of biological entity specified elsewhere,12
GB_GB12R1,CIM-UH_GB_1530,Count of biological entity specified elsewhere,3
GB_GB12R1,CIM-UH_GB_1531,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1532,Count of biological entity specified elsewhere,5
GB_GB12R1,CIM-UH_GB_1533,Count of biological entity specified elsewhere,29
GB_GB12R1,CIM-UH_GB_1534,Count of biological entity specified elsewhere,7
GB_GB12R1,CIM-UH_GB_1535,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1536,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1537,Count of biological entity specified elsewhere,10
GB_GB12R1,CIM-UH_GB_1538,Count of biological entity specified elsewhere,3
GB_GB12R1,CIM-UH_GB_1539,Count of biological entity specified elsewhere,2
GB_GB12R1,CIM-UH_GB_1540,Count of biological entity specified elsewhere,8
GB_GB12R1,CIM-UH_GB_1541,Count of biological entity specified elsewhere,4
GB_GB12R1,CIM-UH_GB_1542,Count of biological entity specified elsewhere,1
GB_GB12R1,CIM-UH_GB_1543,Count of biological entity specified elsewhere,2
GB_GB12R1,CIM-UH_GB_1544,Count of biological entity specified elsewhere,5
GB_GB12R2,CIM-UH_GB_1545,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1546,Count of biological entity specified elsewhere,4
GB_GB12R2,CIM-UH_GB_1547,Count of biological entity specified elsewhere,4
GB_GB12R2,CIM-UH_GB_1548,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1549,Count of biological entity specified elsewhere,2
GB_GB12R2,CIM-UH_GB_1550,Count of biological entity specified elsewhere,17
GB_GB12R2,CIM-UH_GB_1551,Count of biological entity specified elsewhere,7
GB_GB12R2,CIM-UH_GB_1552,Count of biological entity specified elsewhere,2
GB_GB12R2,CIM-UH_GB_1553,Count of biological entity specified elsewhere,8
GB_GB12R2,CIM-UH_GB_1554,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1555,Count of biological entity specified elsewhere,5
GB_GB12R2,CIM-UH_GB_1556,Count of biological entity specified elsewhere,2
GB_GB12R2,CIM-UH_GB_1557,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1558,Count of biological entity specified elsewhere,5
GB_GB12R2,CIM-UH_GB_1559,Count of biological entity specified elsewhere,2
GB_GB12R2,CIM-UH_GB_1560,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1561,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1562,Count of biological entity specified elsewhere,13
GB_GB12R2,CIM-UH_GB_1563,Count of biological entity specified elsewhere,8
GB_GB12R2,CIM-UH_GB_1564,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1565,Count of biological entity specified elsewhere,1
GB_GB12R2,CIM-UH_GB_1566,Count of biological entity specified elsewhere,3
GB_GB12R3,CIM-UH_GB_1567,Count of biological entity specified elsewhere,3
GB_GB12R3,CIM-UH_GB_1568,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1569,Count of biological entity specified elsewhere,3
GB_GB12R3,CIM-UH_GB_1570,Count of biological entity specified elsewhere,2
GB_GB12R3,CIM-UH_GB_1571,Count of biological entity specified elsewhere,9
GB_GB12R3,CIM-UH_GB_1572,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1573,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1574,Count of biological entity specified elsewhere,4
GB_GB12R3,CIM-UH_GB_1575,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1576,Count of biological entity specified elsewhere,5
GB_GB12R3,CIM-UH_GB_1577,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1578,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1579,Count of biological entity specified elsewhere,2
GB_GB12R3,CIM-UH_GB_1580,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1581,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1582,Count of biological entity specified elsewhere,1
GB_GB12R3,CIM-UH_GB_1583,Count of biological entity specified elsewhere,3
GB_GB12R3,CIM-UH_GB_1584,Count of biological entity specified elsewhere,2
GB_GB12R3,CIM-UH_GB_1585,Count of biological entity specified elsewhere,7
GG_GG01R1,,Name of sampling instrument,unconsolidated sediment corers
GG_GG01R2,,Name of sampling instrument,unconsolidated sediment corers
GG_GG01R3,,Name of sampling instrument,unconsolidated sediment corers
GG_GG02R1,,Name of sampling instrument,unconsolidated sediment corers
GG_GG04R1,,Name of sampling instrument,unconsolidated sediment corers
GG_GG04R2,,Name of sampling instrument,unconsolidated sediment corers
GG_GG04R3,,Name of sampling instrument,unconsolidated sediment corers
GG_GG05R1,,Name of sampling instrument,unconsolidated sediment corers
GG_GG05R2,,Name of sampling instrument,unconsolidated sediment corers
GG_GG05R3,,Name of sampling instrument,unconsolidated sediment corers
GG_GG06R1,,Name of sampling instrument,unconsolidated sediment corers
GG_GG06R2,,Name of sampling instrument,unconsolidated sediment corers
GG_GG06R3,,Name of sampling instrument,unconsolidated sediment corers
GG_GG09R1,,Name of sampling instrument,unconsolidated sediment corers
GG_GG09R2,,Name of sampling instrument,unconsolidated sediment corers
GG_GG14R1,,Name of sampling instrument,unconsolidated sediment corers
GG_GG14R2,,Name of sampling instrument,unconsolidated sediment corers
GB_GB09R1,,Name of sampling instrument,unconsolidated sediment corers
GB_GB09R2,,Name of sampling instrument,unconsolidated sediment corers
GB_GB09R3,,Name of sampling instrument,unconsolidated sediment corers
GB_GB10R1,,Name of sampling instrument,unconsolidated sediment corers
GB_GB10R2,,Name of sampling instrument,unconsolidated sediment corers
GB_GB10R3,,Name of sampling instrument,unconsolidated sediment corers
GB_GB11R1,,Name of sampling instrument,unconsolidated sediment corers
GB_GB11R2,,Name of sampling instrument,unconsolidated sediment corers
GB_GB11R3,,Name of sampling instrument,unconsolidated sediment corers
GB_GB12R1,,Name of sampling instrument,unconsolidated sediment corers
GB_GB12R2,,Name of sampling instrument,unconsolidated sediment corers
GB_GB12R3,,Name of sampling instrument,unconsolidated sediment corers
GG_GG01R1,,Penetration depth of instrument in the sediment,10
GG_GG01R2,,Penetration depth of instrument in the sediment,10
GG_GG01R3,,Penetration depth of instrument in the sediment,10
GG_GG02R1,,Penetration depth of instrument in the sediment,10
GG_GG04R1,,Penetration depth of instrument in the sediment,10
GG_GG04R2,,Penetration depth of instrument in the sediment,10
GG_GG04R3,,Penetration depth of instrument in the sediment,10
GG_GG05R1,,Penetration depth of instrument in the sediment,10
GG_GG05R2,,Penetration depth of instrument in the sediment,10
GG_GG05R3,,Penetration depth of instrument in the sediment,10
GG_GG06R1,,Penetration depth of instrument in the sediment,10
GG_GG06R2,,Penetration depth of instrument in the sediment,10
GG_GG06R3,,Penetration depth of instrument in the sediment,10
GG_GG09R1,,Penetration depth of instrument in the sediment,10
GG_GG09R2,,Penetration depth of instrument in the sediment,10
GG_GG14R1,,Penetration depth of instrument in the sediment,10
GG_GG14R2,,Penetration depth of instrument in the sediment,10
GB_GB09R1,,Penetration depth of instrument in the sediment,10
GB_GB09R2,,Penetration depth of instrument in the sediment,10
GB_GB09R3,,Penetration depth of instrument in the sediment,10
GB_GB10R1,,Penetration depth of instrument in the sediment,10
GB_GB10R2,,Penetration depth of instrument in the sediment,10
GB_GB10R3,,Penetration depth of instrument in the sediment,10
GB_GB11R1,,Penetration depth of instrument in the sediment,10
GB_GB11R2,,Penetration depth of instrument in the sediment,10
GB_GB11R3,,Penetration depth of instrument in the sediment,10
GB_GB12R1,,Penetration depth of instrument in the sediment,10
GB_GB12R2,,Penetration depth of instrument in the sediment,10
GB_GB12R3,,Penetration depth of instrument in the sediment,10
GG_GG01R1,,Area of sample {sampled area} from the bed,100
GG_GG01R2,,Area of sample {sampled area} from the bed,100
GG_GG01R3,,Area of sample {sampled area} from the bed,100
GG_GG02R1,,Area of sample {sampled area} from the bed,100
GG_GG04R1,,Area of sample {sampled area} from the bed,100
GG_GG04R2,,Area of sample {sampled area} from the bed,100
GG_GG04R3,,Area of sample {sampled area} from the bed,100
GG_GG05R1,,Area of sample {sampled area} from the bed,100
GG_GG05R2,,Area of sample {sampled area} from the bed,100
GG_GG05R3,,Area of sample {sampled area} from the bed,100
GG_GG06R1,,Area of sample {sampled area} from the bed,100
GG_GG06R2,,Area of sample {sampled area} from the bed,100
GG_GG06R3,,Area of sample {sampled area} from the bed,100
GG_GG09R1,,Area of sample {sampled area} from the bed,100
GG_GG09R2,,Area of sample {sampled area} from the bed,100
GG_GG14R1,,Area of sample {sampled area} from the bed,100
GG_GG14R2,,Area of sample {sampled area} from the bed,100
GB_GB09R1,,Area of sample {sampled area} from the bed,100
GB_GB09R2,,Area of sample {sampled area} from the bed,100
GB_GB09R3,,Area of sample {sampled area} from the bed,100
GB_GB10R1,,Area of sample {sampled area} from the bed,100
GB_GB10R2,,Area of sample {sampled area} from the bed,100
GB_GB10R3,,Area of sample {sampled area} from the bed,100
GB_GB11R1,,Area of sample {sampled area} from the bed,100
GB_GB11R2,,Area of sample {sampled area} from the bed,100
GB_GB11R3,,Area of sample {sampled area} from the bed,100
GB_GB12R1,,Area of sample {sampled area} from the bed,100
GB_GB12R2,,Area of sample {sampled area} from the bed,100
GB_GB12R3,,Area of sample {sampled area} from the bed,100
GG_GG01R1,,Temperature of the water body by CTD and no verification against independent measurements,28.1
GG_GG01R2,,Temperature of the water body by CTD and no verification against independent measurements,28.1
GG_GG01R3,,Temperature of the water body by CTD and no verification against independent measurements,28.1
GG_GG02R1,,Temperature of the water body by CTD and no verification against independent measurements,28.1
GG_GG04R1,,Temperature of the water body by CTD and no verification against independent measurements,28
GG_GG04R2,,Temperature of the water body by CTD and no verification against independent measurements,28
GG_GG04R3,,Temperature of the water body by CTD and no verification against independent measurements,28
GG_GG05R1,,Temperature of the water body by CTD and no verification against independent measurements,28.8
GG_GG05R2,,Temperature of the water body by CTD and no verification against independent measurements,28.8
GG_GG05R3,,Temperature of the water body by CTD and no verification against independent measurements,28.8
GG_GG06R1,,Temperature of the water body by CTD and no verification against independent measurements,27.9
GG_GG06R2,,Temperature of the water body by CTD and no verification against independent measurements,27.9
GG_GG06R3,,Temperature of the water body by CTD and no verification against independent measurements,27.9
GG_GG09R1,,Temperature of the water body by CTD and no verification against independent measurements,29.3
GG_GG09R2,,Temperature of the water body by CTD and no verification against independent measurements,29.3
GG_GG14R1,,Temperature of the water body by CTD and no verification against independent measurements,29.4
GG_GG14R2,,Temperature of the water body by CTD and no verification against independent measurements,29.4
GB_GB09R1,,Temperature of the water body by CTD and no verification against independent measurements,28.1
GB_GB09R2,,Temperature of the water body by CTD and no verification against independent measurements,28.1
GB_GB09R3,,Temperature of the water body by CTD and no verification against independent measurements,28.1
GB_GB10R1,,Temperature of the water body by CTD and no verification against independent measurements,27
GB_GB10R2,,Temperature of the water body by CTD and no verification against independent measurements,27
GB_GB10R3,,Temperature of the water body by CTD and no verification against independent measurements,27
GB_GB11R1,,Temperature of the water body by CTD and no verification against independent measurements,27.6
GB_GB11R2,,Temperature of the water body by CTD and no verification against independent measurements,27.6
GB_GB11R3,,Temperature of the water body by CTD and no verification against independent measurements,27.6
GB_GB12R1,,Temperature of the water body by CTD and no verification against independent measurements,27
GB_GB12R2,,Temperature of the water body by CTD and no verification against independent measurements,27
GB_GB12R3,,Temperature of the water body by CTD and no verification against independent measurements,27
GG_GG01R1,,Total Organic Matter,8.2
GG_GG01R2,,Total Organic Matter,8.2
GG_GG01R3,,Total Organic Matter,8.2
GG_GG02R1,,Total Organic Matter,8.5
GG_GG04R1,,Total Organic Matter,9.6
GG_GG04R2,,Total Organic Matter,9.6
GG_GG04R3,,Total Organic Matter,9.6
GG_GG05R1,,Total Organic Matter,13
GG_GG05R2,,Total Organic Matter,13
GG_GG05R3,,Total Organic Matter,13
GG_GG06R1,,Total Organic Matter,9.7
GG_GG06R2,,Total Organic Matter,9.7
GG_GG06R3,,Total Organic Matter,9.7
GG_GG09R1,,Total Organic Matter,8.3
GG_GG09R2,,Total Organic Matter,8.3
GG_GG14R1,,Total Organic Matter,4.9
GG_GG14R2,,Total Organic Matter,4.9
GB_GB09R1,,Total Organic Matter,8
GB_GB09R2,,Total Organic Matter,8
GB_GB09R3,,Total Organic Matter,8
GB_GB10R1,,Total Organic Matter,10.2
GB_GB10R2,,Total Organic Matter,10.2
GB_GB10R3,,Total Organic Matter,10.2
GB_GB11R1,,Total Organic Matter,8.9
GB_GB11R2,,Total Organic Matter,8.9
GB_GB11R3,,Total Organic Matter,8.9
GB_GB12R1,,Total Organic Matter,8.8
